1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 46.21608, 46.18279, 46.21608, 46.31553, 46.47984, 46.70696, 46.9756, 47.30251, 47.67969, 48.12613, 48.63654, 49.18506, 49.76857, 50.3841, 51.02887, 51.70029, 52.39598, 53.11381, 53.85176, 54.60806, 55.38107, 56.16933, 56.97152, 57.78642, 58.61298, 59.45022, 60.29725, 61.15328, 62.0176, 62.88956, 63.76746, 64.65236, 65.54372, 66.44106, 67.34389, 68.25184, 69.164, 70.07986, 70.99843, 71.92073, 72.84615, 73.77754, 74.71161, 75.64842, 76.58736, 77.52799, 78.4702, 79.41395, 80.35918, 81.30595, 82.25647, 83.20839, 84.16168, 85.11665, 86.07346, 87.03226, 87.9929, 88.95459, 89.91766, 90.88219, 91.84808, 92.81528, 93.78371, 94.75327, 95.72397, 96.69569, 97.6684, 98.64204, 99.61658, 100.592, 101.5681, 102.5451, 103.5228, 104.5012, 105.4802, 106.4599, 107.4402, 108.421, 109.402, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 45.21846, 45.18279, 45.21846, 45.32492, 45.50061, 45.74301, 46.02324, 46.36985, 46.76857, 47.26143, 47.79633, 48.36965, 48.97795, 49.61801, 50.28686, 50.98177, 51.70029, 52.44014, 53.19932, 53.97601, 54.76857, 55.57555, 56.39563, 57.22763, 58.07051, 58.92333, 59.78524, 60.65546, 61.53235, 62.41651, 63.30765, 64.20518, 65.1086, 66.01727, 66.93038, 67.8471, 68.76701, 69.69057, 70.619, 71.55204, 72.48784, 73.42631, 74.36653, 75.30843, 76.25195, 77.19702, 78.14368, 79.09431, 80.04636, 80.99992, 81.95529, 82.91275, 83.87231, 84.83357, 85.79594, 86.75993, 87.72544, 88.69237, 89.66064, 90.63017, 91.60091, 92.57275, 93.54566, 94.51957, 95.49443, 96.47018, 97.44679, 98.4242, 99.40237, 100.3813, 101.3609, 102.3411, 103.322, 104.303, 105.2844, 106.2664, 107.2489, 108.2318, 109.2152, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 44.22119, 44.18279, 44.22119, 44.33573, 44.52445, 44.77588, 45.07883, 45.44661, 45.89309, 46.41189, 46.97322, 47.57307, 48.20766, 48.87355, 49.56756, 50.28686, 51.02887, 51.79129, 52.57208, 53.36942, 54.18168, 55.00743, 55.84538, 56.6944, 57.55346, 58.42167, 59.29739, 60.18071, 61.07158, 61.96935, 62.8734, 63.78289, 64.69707, 65.61462, 66.53602, 67.46103, 68.39279, 69.32749, 70.26535, 71.20515, 72.14671, 73.08998, 74.03487, 74.9814, 75.93216, 76.88435, 77.83826, 78.79411, 79.75233, 80.71278, 81.67451, 82.63785, 83.60289, 84.5695, 85.5376, 86.50706, 87.47786, 88.44985, 89.42299, 90.3972, 91.37244, 92.34862, 93.32571, 94.30365, 95.28239, 96.2619, 97.24212, 98.22305, 99.20403, 100.1855, 101.1676, 102.1502, 103.1333, 104.1169, 105.101, 106.0856, 107.0706, 108.056, 109.0418, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 43.22438, 43.18279, 43.22438, 43.34831, 43.5521, 43.81443, 44.14353, 44.5334, 45.03291, 45.57996, 46.16979, 46.79796, 47.46038, 48.15335, 48.87355, 49.61801, 50.3841, 51.16951, 51.97218, 52.7903, 53.6223, 54.46675, 55.32244, 56.18826, 57.06263, 57.94495, 58.83551, 59.73355, 60.63834, 61.54874, 62.46414, 63.38272, 64.30562, 65.23405, 66.16766, 67.10455, 68.04385, 68.98505, 69.92803, 70.87274, 71.81912, 72.77002, 73.72238, 74.67667, 75.63316, 76.59226, 77.55347, 78.516, 79.48045, 80.44668, 81.41456, 82.38396, 83.35481, 84.32698, 85.3004, 86.27497, 87.25063, 88.22733, 89.20497, 90.18352, 91.16292, 92.1431, 93.12406, 94.10503, 95.08659, 96.06879, 97.05156, 98.0349, 99.01877, 100.0031, 100.988, 101.9733, 102.9591, 103.9453, 104.9319, 105.9189, 106.9062, 107.8939, 108.882, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 42.22815, 42.18279, 42.22815, 42.36313, 42.58454, 42.86096, 43.2153, 43.66102, 44.19078, 44.76857, 45.38907, 46.04739, 46.73913, 47.46038, 48.20766, 48.97795, 49.76857, 50.57722, 51.40188, 52.24078, 53.09238, 53.95535, 54.82813, 55.70924, 56.59945, 57.4978, 58.40346, 59.31515, 60.23141, 61.15154, 62.07593, 63.00818, 63.94389, 64.88267, 65.82345, 66.76613, 67.71062, 68.65685, 69.60789, 70.56042, 71.51518, 72.47249, 73.43268, 74.39445, 75.35818, 76.32393, 77.29153, 78.26086, 79.23178, 80.20416, 81.17791, 82.15292, 83.1291, 84.10638, 85.08469, 86.06393, 87.04408, 88.02508, 89.00604, 89.9877, 90.97005, 91.95302, 92.93659, 93.92075, 94.90544, 95.89066, 96.87636, 97.86252, 98.84914, 99.83617, 100.8236, 101.8114, 102.7996, 103.7882, 104.7771, 105.7663, 106.7558, 107.7456, 108.7357, 1E+07
1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 1E+07, 41.23266, 41.18279, 41.23266, 41.38083, 41.62033, 41.91813, 42.29854, 42.80698, 43.37004, 43.98124, 44.63464, 45.32492, 46.04739, 46.79796, 47.57307, 48.36965, 49.18506, 50.01703, 50.86359, 51.72307, 52.59396, 53.47361, 54.36338, 55.26211, 56.16879, 57.08157, 57.99885, 58.9208, 59.84917, 60.78349, 61.72161, 62.66193, 63.60426, 64.54852, 65.49461, 66.44578, 67.39864, 68.35387, 69.31224, 70.27335, 71.23613, 72.20126, 73.16853, 74.13775, 75.10876, 76.08141, 77.05556, 78.03109, 79.0079, 79.98589, 80.96497, 81.94506, 82.92606, 83.90706, 84.88884, 85.87135, 86.85457, 87.83844, 88.82292, 89.808, 90.79362, 91.77975, 92.7664, 93.7535, 94.74104, 95.72902, 96.71739, 97.70614, 98.69525, 99.68472, 100.6745, 101.6646, 102.655, 103.6457, 104.6367, 105.6279, 106.6194, 107.6111, 108.603, 1E+07
